2560	0.073391	0.016198
2624	0.058800	0.016774
2688	0.059865	0.017970
2752	0.063379	0.018787
2816	0.084265	0.019672
2880	0.071217	0.020688
2944	0.073328	0.021290
3008	0.076560	0.021932
3072	0.107958	0.023352
2048	0.046597	0.010543
2112	0.035819	0.010896
2176	0.037700	0.012038
2240	0.041565	0.013138
2304	0.051709	0.013297
2368	0.044663	0.013653
2432	0.048028	0.014735
2496	0.050075	0.015453
2560	0.072312	0.016194
2624	0.055793	0.017041
2688	0.063050	0.017718
2752	0.062285	0.018467
2816	0.085185	0.019516
2880	0.071980	0.020693
2944	0.079390	0.021034
3008	0.076056	0.022561
3072	0.107890	0.023899
2048	0.047635	0.010272
2112	0.035755	0.010889
2176	0.039135	0.011483
2240	0.040218	0.012953
2304	0.053412	0.013315
2368	0.044314	0.013796
2432	0.048422	0.014436
2496	0.049718	0.015264
2560	0.073334	0.016551
2624	0.058791	0.016995
2688	0.061260	0.018258
2752	0.067071	0.018658
2816	0.084115	0.019603
2880	0.071300	0.020239
2944	0.075675	0.020985
3008	0.075416	0.022024
3072	0.107539	0.022789
2048	0.045944	0.010137
2112	0.034934	0.010866
2176	0.036981	0.012007
2240	0.040144	0.012539
2304	0.050491	0.013271
2368	0.044765	0.013980
2432	0.048420	0.014763
2496	0.049728	0.015495
2560	0.072276	0.016504
2624	0.055294	0.017292
2688	0.059889	0.017619
2752	0.061860	0.019269
2816	0.084516	0.019410
2880	0.068807	0.021343
2944	0.078459	0.021709
3008	0.076094	0.022219
3072	0.108109	0.023080
2048	0.046209	0.010361
2112	0.035730	0.011162
2176	0.038835	0.011946
2240	0.041434	0.012461
2304	0.051222	0.013752
2368	0.046544	0.013832
2432	0.050776	0.015024
2496	0.050894	0.015321
2560	0.074228	0.016740
2624	0.056501	0.017753
2688	0.060237	0.017972
2752	0.062308	0.019001
2816	0.087478	0.019801
2880	0.070952	0.020159
2944	0.073865	0.020920
3008	0.080208	0.021993
3072	0.105863	0.023917
2048	0.045917	0.010590
2112	0.034712	0.010824
2176	0.037886	0.011572
2240	0.039744	0.012650
2304	0.050888	0.012881
2368	0.046038	0.014240
2432	0.048568	0.014556
2496	0.050441	0.015027
2560	0.071907	0.016131
2624	0.055492	0.017574
2688	0.061820	0.017930
2752	0.062561	0.019259
2816	0.087338	0.019377
2880	0.067293	0.021503
2944	0.073376	0.021731
3008	0.074553	0.022510
3072	0.106720	0.024883
2048	0.046483	0.010299
2112	0.036583	0.011362
2176	0.037798	0.012084
2240	0.041297	0.013191
2304	0.051541	0.013044
2368	0.045222	0.014016
2432	0.050138	0.014313
2496	0.051438	0.015614
2560	0.072790	0.016895
2624	0.057575	0.017382
2688	0.060393	0.017530
2752	0.063301	0.018755
2816	0.085677	0.019421
2880	0.069084	0.020145
2944	0.076402	0.021840
3008	0.083662	0.022060
3072	0.105408	0.023187
2048	0.046860	0.010261
2112	0.036784	0.011212
2176	0.038111	0.011629
2240	0.041572	0.012470
2304	0.054799	0.013090
2368	0.044550	0.013704
2432	0.048794	0.014767
2496	0.052564	0.015659
2560	0.073132	0.016770
2624	0.056664	0.017376
2688	0.059353	0.017994
2752	0.064410	0.018280
2816	0.086295	0.019534
2880	0.070896	0.020308
2944	0.073534	0.021303
3008	0.079434	0.022146
3072	0.105527	0.023189
2048	0.046119	0.010268
2112	0.034222	0.010813
2176	0.037629	0.011576
2240	0.040730	0.012289
2304	0.051340	0.013070
2368	0.044249	0.013563
2432	0.047988	0.014655
2496	0.051057	0.015418
2560	0.072964	0.016239
2624	0.056313	0.017566
2688	0.060503	0.017968
2752	0.062059	0.019057
2816	0.087404	0.019991
2880	0.071633	0.020162
2944	0.075579	0.021299
3008	0.076095	0.022120
3072	0.108422	0.022929
2048	0.046198	0.010453
2112	0.036066	0.011091
2176	0.038221	0.011724
2240	0.039514	0.012949
2304	0.053221	0.013050
2368	0.046795	0.013727
2432	0.048120	0.014366
2496	0.050089	0.015070
2560	0.071718	0.016145
2624	0.055660	0.016699
2688	0.059688	0.018432
2752	0.064824	0.019076
2816	0.086104	0.020268
2880	0.068969	0.020233
2944	0.073613	0.021926
3008	0.075920	0.022395
3072	0.105748	0.023545
2048	0.047506	0.010258
2112	0.037462	0.010750
2176	0.037191	0.011629
2240	0.041283	0.012309
2304	0.051469	0.013228
2368	0.044649	0.013486
2432	0.047271	0.014453
2496	0.050579	0.015074
2560	0.072602	0.016263
2624	0.055835	0.017102
2688	0.060479	0.017628
2752	0.061496	0.018499
2816	0.084574	0.019591
2880	0.067887	0.020617
2944	0.075078	0.021397
3008	0.075107	0.021870
3072	0.108301	0.023449
2048	0.045924	0.010572
2112	0.035652	0.011307
2176	0.038224	0.011686
2240	0.041210	0.012338
2304	0.052046	0.012956
2368	0.044510	0.013795
2432	0.049126	0.014618
2496	0.050808	0.015539
2560	0.072544	0.016562
2624	0.055730	0.016836
2688	0.059419	0.017520
2752	0.064082	0.018479
2816	0.084849	0.019377
2880	0.068743	0.020122
2944	0.072824	0.021297
3008	0.076402	0.022918
3072	0.106510	0.023049
2048	0.045411	0.010226
2112	0.034863	0.010857
2176	0.037665	0.011570
2240	0.039853	0.012301
2304	0.050929	0.013106
2368	0.045983	0.013896
2432	0.048553	0.014830
2496	0.050747	0.015211
2560	0.073350	0.016275
2624	0.055903	0.017285
2688	0.059887	0.017691
2752	0.062267	0.018460
2816	0.084199	0.019466
2880	0.070169	0.020903
2944	0.073697	0.021410
3008	0.076584	0.022025
3072	0.109427	0.022916
2048	0.045619	0.010351
2112	0.035295	0.010736
2176	0.038877	0.011658
2240	0.040065	0.012181
2304	0.052426	0.013003
2368	0.045090	0.013746
2432	0.047424	0.014268
2496	0.049814	0.015254
2560	0.072194	0.016518
2624	0.058608	0.016889
2688	0.059831	0.017889
2752	0.062508	0.018530
2816	0.085257	0.019363
2880	0.070545	0.020740
2944	0.076004	0.021565
3008	0.077122	0.022197
3072	0.109770	0.023600
2048	0.045269	0.010347
2112	0.036655	0.010820
2176	0.038128	0.011867
2240	0.040455	0.012781
2304	0.052614	0.013166
2368	0.045532	0.013602
2432	0.049054	0.014418
2496	0.050644	0.015323
2560	0.073400	0.016117
2624	0.055766	0.016937
2688	0.060362	0.017864
2752	0.061823	0.018251
2816	0.085063	0.019749
2880	0.071281	0.020778
2944	0.073450	0.021406
3008	0.077807	0.022363
3072	0.106854	0.023390
2048	0.046315	0.010413
2112	0.035881	0.010837
2176	0.038283	0.011564
2240	0.040518	0.013036
2304	0.051202	0.012884
2368	0.047141	0.013574
2432	0.049975	0.014615
2496	0.050465	0.015558
2560	0.072756	0.016230
2624	0.056927	0.017022
2688	0.060333	0.017750
2752	0.060756	0.018357
2816	0.085565	0.019158
2880	0.069876	0.020430
2944	0.073305	0.021023
3008	0.075832	0.022058
3072	0.105962	0.023349
2048	0.046253	0.010269
2112	0.037264	0.010881
2176	0.038285	0.011699
2240	0.039523	0.012383
2304	0.051746	0.012806
2368	0.046391	0.013643
2432	0.047986	0.014486
2496	0.050647	0.016395
2560	0.071840	0.016659
2624	0.055498	0.017352
2688	0.061777	0.018422
2752	0.063138	0.018901
2816	0.086085	0.019466
2880	0.069192	0.019969
2944	0.076493	0.021365
3008	0.080356	0.021983
3072	0.103970	0.022848
2048	0.046286	0.010682
2112	0.036034	0.011052
2176	0.037996	0.011574
2240	0.040721	0.012495
2304	0.051584	0.013212
2368	0.044665	0.014292
2432	0.047971	0.014626
2496	0.051288	0.015752
2560	0.072810	0.016438
2624	0.055637	0.017182
2688	0.063700	0.017582
2752	0.063092	0.018691
2816	0.083240	0.019523
2880	0.069192	0.020677
2944	0.077248	0.021574
3008	0.076677	0.022960
3072	0.105487	0.024380
2048	0.046384	0.010402
2112	0.036101	0.010998
2176	0.039437	0.011664
2240	0.039752	0.012376
2304	0.053336	0.013192
2368	0.045838	0.013995
2432	0.047168	0.014347
2496	0.053288	0.015268
2560	0.072597	0.017202
2624	0.056061	0.016640
2688	0.060692	0.017707
2752	0.062661	0.018504
2816	0.084135	0.020058
2880	0.069228	0.020282
2944	0.077055	0.021500
3008	0.077961	0.022137
3072	0.110167	0.023500
2048	0.045868	0.010481
2112	0.036625	0.010727
2176	0.038625	0.012640
2240	0.040010	0.012123
2304	0.052124	0.013164
2368	0.045019	0.013922
2432	0.049163	0.014435
2496	0.050420	0.015598
2560	0.072219	0.015868
2624	0.055744	0.017089
2688	0.062028	0.017473
2752	0.061477	0.019516
2816	0.087386	0.019394
2880	0.070233	0.020444
2944	0.074264	0.022211
3008	0.076757	0.022451
3072	0.106394	0.023743
2048	0.045816	0.010345
2112	0.035850	0.010876
2176	0.038081	0.011746
2240	0.040989	0.012294
2304	0.052409	0.012889
2368	0.045016	0.013932
2432	0.048557	0.014753
2496	0.050483	0.015135
2560	0.072442	0.016022
2624	0.056515	0.017106
2688	0.059806	0.017967
2752	0.062352	0.019097
2816	0.083509	0.019476
2880	0.068896	0.020252
2944	0.075827	0.021606
3008	0.075619	0.022320
3072	0.109667	0.023467
