2	0.000000
4	0.000000
6	0.000002
8	0.000003
10	0.000007
12	0.000010
14	0.000016
16	0.000024
18	0.000032
20	0.000044
22	0.000059
24	0.000088
26	0.000096
28	0.000118
30	0.000151
32	0.000189
34	0.000228
36	0.000265
38	0.000311
40	0.000363
42	0.000418
44	0.000478
46	0.000565
48	0.000639
50	0.000724
52	0.000838
54	0.000907
56	0.001008
58	0.000986
60	0.001073
62	0.001198
64	0.001423
