2048	0.011769
2112	0.011725
2176	0.012344
2240	0.013125
2304	0.013850
2368	0.014601
2432	0.015398
2496	0.016219
2560	0.017049
2624	0.018086
2688	0.018811
2752	0.019710
2816	0.020480
2880	0.021344
2944	0.022461
3008	0.023259
3072	0.024390
2048	0.011969
2112	0.011677
2176	0.012360
2240	0.013119
2304	0.013832
2368	0.014622
2432	0.015407
2496	0.016218
2560	0.016913
2624	0.017829
2688	0.018691
2752	0.019659
2816	0.020639
2880	0.021467
2944	0.022421
3008	0.023577
3072	0.024425
2048	0.011881
2112	0.011671
2176	0.012378
2240	0.013077
2304	0.013816
2368	0.014585
2432	0.015440
2496	0.016221
2560	0.017040
2624	0.017899
2688	0.018737
2752	0.019618
2816	0.020426
2880	0.021542
2944	0.022441
3008	0.023357
3072	0.024450
2048	0.011745
2112	0.011619
2176	0.012378
2240	0.013161
2304	0.013824
2368	0.014663
2432	0.015392
2496	0.016194
2560	0.017049
2624	0.017919
2688	0.018835
2752	0.019705
2816	0.020598
2880	0.021515
2944	0.022642
3008	0.023442
3072	0.024551
2048	0.011850
2112	0.011654
2176	0.012326
2240	0.013134
2304	0.013808
2368	0.014604
2432	0.015405
2496	0.016213
2560	0.017075
2624	0.017911
2688	0.018811
2752	0.019725
2816	0.020608
2880	0.021518
2944	0.022614
3008	0.023365
3072	0.024422
2048	0.012147
2112	0.011809
2176	0.012328
2240	0.013090
2304	0.013818
2368	0.014607
2432	0.015407
2496	0.016214
2560	0.017040
2624	0.017898
2688	0.018793
2752	0.019715
2816	0.020627
2880	0.021557
2944	0.022799
3008	0.024111
3072	0.024769
2048	0.012045
2112	0.011705
2176	0.012353
2240	0.013198
2304	0.013822
2368	0.014605
2432	0.015393
2496	0.016231
2560	0.017051
2624	0.017917
2688	0.018999
2752	0.019730
2816	0.020648
2880	0.021566
2944	0.022474
3008	0.023656
3072	0.024741
2048	0.012058
2112	0.011619
2176	0.012369
2240	0.013074
2304	0.013821
2368	0.014600
2432	0.015405
2496	0.016220
2560	0.017066
2624	0.017927
2688	0.018818
2752	0.019694
2816	0.020613
2880	0.021533
2944	0.022582
3008	0.023526
3072	0.024824
2048	0.012060
2112	0.011613
2176	0.012347
2240	0.013116
2304	0.013800
2368	0.014604
2432	0.015395
2496	0.016219
2560	0.017040
2624	0.017907
2688	0.018802
2752	0.019718
2816	0.020602
2880	0.021493
2944	0.022624
3008	0.023514
3072	0.024546
2048	0.012024
2112	0.011812
2176	0.012372
2240	0.013109
2304	0.013823
2368	0.014590
2432	0.015390
2496	0.016207
2560	0.017050
2624	0.017922
2688	0.018807
2752	0.019721
2816	0.020624
2880	0.021600
2944	0.022552
3008	0.023448
3072	0.024460
2048	0.011984
2112	0.011644
2176	0.012378
2240	0.013120
2304	0.013813
2368	0.014812
2432	0.015391
2496	0.016219
2560	0.017059
2624	0.017876
2688	0.018730
2752	0.019679
2816	0.020765
2880	0.021571
2944	0.022509
3008	0.023553
3072	0.024556
2048	0.011936
2112	0.011865
2176	0.012361
2240	0.013162
2304	0.013837
2368	0.014607
2432	0.015418
2496	0.016217
2560	0.017043
2624	0.017910
2688	0.018802
2752	0.019728
2816	0.020602
2880	0.021522
2944	0.022567
3008	0.023676
3072	0.025087
2048	0.011965
2112	0.011644
2176	0.012353
2240	0.013104
2304	0.013816
2368	0.014606
2432	0.015387
2496	0.016216
2560	0.017069
2624	0.017931
2688	0.018817
2752	0.019711
2816	0.020616
2880	0.021544
2944	0.022660
3008	0.023633
3072	0.024426
2048	0.012216
2112	0.011614
2176	0.012341
2240	0.013081
2304	0.013827
2368	0.014601
2432	0.015403
2496	0.016205
2560	0.017164
2624	0.017909
2688	0.018815
2752	0.019710
2816	0.020645
2880	0.021580
2944	0.022557
3008	0.023427
3072	0.024517
2048	0.012089
2112	0.011682
2176	0.012340
2240	0.013085
2304	0.013834
2368	0.014606
2432	0.015407
2496	0.016206
2560	0.017066
2624	0.017977
2688	0.018814
2752	0.019708
2816	0.020604
2880	0.021531
2944	0.022640
3008	0.023621
3072	0.024657
2048	0.012000
2112	0.011633
2176	0.012335
2240	0.013162
2304	0.013834
2368	0.014624
2432	0.015396
2496	0.016218
2560	0.017052
2624	0.017919
2688	0.018803
2752	0.019710
2816	0.020615
2880	0.021537
2944	0.022435
3008	0.023554
3072	0.024560
2048	0.011931
2112	0.011633
2176	0.012429
2240	0.013089
2304	0.013829
2368	0.014618
2432	0.015394
2496	0.016231
2560	0.017069
2624	0.017931
2688	0.018837
2752	0.019713
2816	0.020625
2880	0.021592
2944	0.022671
3008	0.023423
3072	0.024521
2048	0.012246
2112	0.011638
2176	0.012384
2240	0.013107
2304	0.013844
2368	0.014619
2432	0.015398
2496	0.016215
2560	0.017062
2624	0.017929
2688	0.018820
2752	0.019708
2816	0.020647
2880	0.021589
2944	0.022882
3008	0.023786
3072	0.024692
2048	0.011859
2112	0.011633
2176	0.012347
2240	0.013136
2304	0.013837
2368	0.014601
2432	0.015428
2496	0.016222
2560	0.017054
2624	0.017918
2688	0.018820
2752	0.019716
2816	0.020627
2880	0.021595
2944	0.022542
3008	0.023568
3072	0.024500
2048	0.012308
2112	0.011691
2176	0.012336
2240	0.013115
2304	0.013821
2368	0.014670
2432	0.015388
2496	0.016203
2560	0.017042
2624	0.017909
2688	0.018844
2752	0.019716
2816	0.020627
2880	0.021556
2944	0.022591
3008	0.023501
3072	0.024567
2048	0.012049
2112	0.011696
2176	0.012344
2240	0.013084
2304	0.013834
2368	0.014685
2432	0.015393
2496	0.016207
2560	0.017069
2624	0.017912
2688	0.018841
2752	0.019724
2816	0.020621
2880	0.021571
2944	0.022554
3008	0.023443
3072	0.024683
2048	0.012193
2112	0.011647
2176	0.012365
2240	0.013082
2304	0.013807
2368	0.014770
2432	0.015392
2496	0.016218
2560	0.017059
2624	0.017907
2688	0.018806
2752	0.019735
2816	0.020655
2880	0.021595
2944	0.022484
3008	0.023587
3072	0.024600
2048	0.012252
2112	0.011675
2176	0.012348
2240	0.013109
2304	0.013817
2368	0.014597
2432	0.015396
2496	0.016230
2560	0.017057
2624	0.017916
2688	0.018795
2752	0.019711
2816	0.020631
2880	0.021565
2944	0.023156
3008	0.023488
3072	0.024586
2048	0.012195
2112	0.011626
2176	0.012335
2240	0.013079
2304	0.013818
2368	0.014610
2432	0.015410
2496	0.016208
2560	0.017068
2624	0.017926
2688	0.018811
2752	0.019718
2816	0.020640
2880	0.021581
2944	0.022652
3008	0.023512
3072	0.024751
2048	0.012244
2112	0.011629
2176	0.012385
2240	0.013166
2304	0.013814
2368	0.014589
2432	0.015391
2496	0.016205
2560	0.017200
2624	0.017922
2688	0.018811
2752	0.019699
2816	0.020620
2880	0.021543
2944	0.022448
3008	0.023534
3072	0.024733
2048	0.012306
2112	0.011708
2176	0.012341
2240	0.013362
2304	0.013845
2368	0.014603
2432	0.015396
2496	0.016227
2560	0.017074
2624	0.017911
2688	0.018807
2752	0.019711
2816	0.020632
2880	0.021588
2944	0.023084
3008	0.023630
3072	0.024430
2048	0.012508
2112	0.011678
2176	0.012343
2240	0.013093
2304	0.013819
2368	0.014608
2432	0.015408
2496	0.016212
2560	0.017061
2624	0.017927
2688	0.018795
2752	0.019664
2816	0.020591
2880	0.021506
2944	0.022705
3008	0.023478
3072	0.024520
2048	0.012278
2112	0.011700
2176	0.012350
2240	0.013099
2304	0.013818
2368	0.014599
2432	0.015397
2496	0.016203
2560	0.017056
2624	0.017937
2688	0.018804
2752	0.019724
2816	0.020627
2880	0.021578
2944	0.022452
3008	0.023579
3072	0.024500
2048	0.012328
2112	0.011644
2176	0.012358
2240	0.013186
2304	0.013853
2368	0.014590
2432	0.015393
2496	0.016218
2560	0.017063
2624	0.017926
2688	0.018804
2752	0.019724
2816	0.020655
2880	0.021496
2944	0.022777
3008	0.023815
3072	0.024666
2048	0.012182
2112	0.011620
2176	0.012349
2240	0.013064
2304	0.013818
2368	0.014622
2432	0.015400
2496	0.016228
2560	0.017059
2624	0.017937
2688	0.018792
2752	0.019703
2816	0.020613
2880	0.021531
2944	0.022534
3008	0.023645
3072	0.024575
